-1.000000000000000021e-02 0.000000000000000000e+00
1.000000000000000021e-02 6.143322908788946600e-05
2.999999999999999889e-02 1.709550212960558261e-04
4.999999999999999584e-02 2.469566412054252343e-04
7.000000000000000666e-02 2.751619840365048452e-04
8.999999999999999667e-02 2.404173538281207051e-04
1.100000000000000006e-01 2.140123253737511051e-04
1.300000000000000044e-01 1.924513221841237041e-04
1.500000000000000222e-01 1.622317929599263308e-04
1.700000000000000122e-01 1.324482751904606322e-04
1.900000000000000022e-01 1.018629142621182369e-04
2.100000000000000200e-01 8.652287219422185758e-05
2.300000000000000100e-01 7.040730528831331137e-05
2.500000000000000000e-01 5.784891394068134691e-05
2.700000000000000178e-01 4.907067348068601078e-05
2.899999999999999800e-01 4.137593738853035297e-05
3.099999999999999978e-01 3.360751120306535090e-05
3.299999999999999600e-01 2.872318185620776189e-05
3.499999999999999778e-01 2.485416037177538869e-05
3.699999999999999956e-01 2.110851846421504352e-05
3.900000000000000133e-01 1.808899657883836698e-05
4.099999999999999756e-01 1.553222460737969875e-05
4.299999999999999933e-01 1.292718101769607531e-05
4.499999999999999556e-01 1.094131398262965620e-05
4.699999999999999734e-01 9.628548696684428718e-06
4.899999999999999911e-01 8.335634784889587294e-06
5.100000000000000089e-01 7.334903616495371394e-06
5.300000000000000266e-01 6.682071709160742836e-06
5.500000000000000444e-01 6.091967107028813179e-06
5.699999999999999512e-01 5.369862037953311303e-06
5.899999999999999689e-01 4.729528124915446260e-06
6.099999999999999867e-01 4.239353742323486682e-06
6.300000000000000044e-01 3.809975723787812715e-06
6.500000000000000222e-01 3.369003143166414364e-06
6.700000000000000400e-01 3.048456628610968166e-06
6.899999999999999467e-01 2.646156894539626779e-06
7.099999999999999645e-01 2.159571335214452999e-06
7.299999999999999822e-01 1.779044050821294317e-06
7.500000000000000000e-01 1.391160389319657005e-06
7.700000000000000178e-01 1.108575225878925942e-06
7.900000000000000355e-01 8.164461551664325083e-07
8.100000000000000533e-01 5.394477929435084257e-07
8.299999999999999600e-01 2.430315913809389603e-07
8.499999999999999778e-01 9.549861519001100345e-08
8.699999999999999956e-01 3.276171383536243167e-08
8.900000000000000133e-01 8.688552687241077140e-09
9.100000000000000311e-01 1.105880641272151947e-09
9.299999999999999378e-01 1.748420680061059760e-09
9.499999999999999556e-01 1.255089536976244656e-09
9.699999999999999734e-01 9.865741568264270318e-10
9.899999999999999911e-01 0.000000000000000000e+00
1.010000000000000009e+00 0.000000000000000000e+00
