0.711245 0 0 0 0
1.81071 0.00377621 0.00149905 1.49171e-06 3.88986e-08
3.30471 0.00731158 0.0029025 2.88828e-06 7.53164e-08
6.01137 0.0138859 0.00551234 5.48533e-06 1.43039e-07
10.5346 0.0276 0.0109564 1.09028e-05 2.84307e-07
18.1948 0.0578012 0.0229455 2.28331e-05 5.95408e-07
30.6006 0.122354 0.0485712 4.83333e-05 1.26037e-06
46.1205 0.211204 0.0838424 8.34316e-05 2.17561e-06
65.2808 0.314572 0.124877 0.000124265 3.2404e-06
89.1252 0.430853 0.171037 0.000170199 4.43821e-06
118.001 0.554908 0.220284 0.000219204 5.7161e-06
156.202 0.708551 0.281275 0.000279897 7.29876e-06
202.359 0.883785 0.350839 0.00034912 9.10385e-06
255.477 1.05709 0.419637 0.000417581 1.08891e-05
322.269 1.2467 0.494904 0.00049248 1.28422e-05
405.368 1.46642 0.582129 0.000579277 1.51056e-05
503.045 1.69874 0.674355 0.000671052 1.74987e-05
619.747 1.93802 0.769343 0.000765574 1.99635e-05
760.287 2.18701 0.868185 0.000863932 2.25284e-05
933.046 2.459 0.976155 0.000971373 2.53301e-05
1141.72 2.75406 1.09329 0.00108793 2.83695e-05
1392.14 3.06497 1.21671 0.00121075 3.15722e-05
1693.2 3.38566 1.34402 0.00133743 3.48756e-05
2048.1 3.69334 1.46616 0.00145897 3.80451e-05
2470.12 3.97392 1.57754 0.00156981 4.09352e-05
2966.74 4.20939 1.67101 0.00166283 4.33608e-05
3547.19 4.37936 1.73849 0.00172997 4.51116e-05
4223.53 4.46603 1.77289 0.00176421 4.60045e-05
5009.26 4.45724 1.76941 0.00176074 4.5914e-05
5929.86 4.35329 1.72814 0.00171967 4.48432e-05
7018.82 4.16742 1.65435 0.00164625 4.29285e-05
8322.19 3.9191 1.55578 0.00154816 4.03706e-05
9899.33 3.62687 1.43977 0.00143272 3.73603e-05
11818.3 3.30128 1.31052 0.0013041 3.40064e-05
14182.5 2.94913 1.17072 0.00116499 3.03789e-05
17133.7 2.58172 1.02487 0.00101985 2.65942e-05
20874.5 2.20921 0.876996 0.000872699 2.2757e-05
25724.2 1.84078 0.730741 0.000727161 1.89619e-05
32185.9 1.48854 0.590909 0.000588014 1.53334e-05
41095.3 1.16446 0.462258 0.000459993 1.1995e-05
53920 0.871791 0.346078 0.000344382 8.9803e-06
73456.4 0.621941 0.246894 0.000245684 6.4066e-06
105626 0.420019 0.166736 0.000165919 4.3266e-06
164991 0.258195 0.102496 0.000101994 2.65966e-06
296641 0.136323 0.0541167 5.38516e-05 1.40426e-06
712478 0.0537796 0.0213491 2.12445e-05 5.53983e-07
0 0 0 0 0

