0.19306 0 0 0 0
0.491506 0.0830317 0.0329614 3.27999e-05 8.55308e-07
0.896996 0.160764 0.0638188 6.35061e-05 1.65602e-06
1.63178 0.305333 0.121209 0.000120615 3.14523e-06
2.85962 0.606876 0.240913 0.000239733 6.25142e-06
4.93888 1.27093 0.504523 0.000502051 1.30918e-05
8.30637 2.69031 1.06798 0.00106275 2.77128e-05
12.5189 4.64389 1.8435 0.00183447 4.78366e-05
17.7201 6.91689 2.74582 0.00273236 7.12507e-05
24.1922 9.47354 3.76074 0.00374231 9.75867e-05
32.0295 12.2011 4.84352 0.00481979 0.000125684
42.3991 15.5797 6.18472 0.00615442 0.000160486
54.9294 19.433 7.71437 0.00767657 0.000200179
69.3472 23.2433 9.22697 0.00918176 0.000239429
87.4772 27.4122 10.8819 0.0108286 0.000282372
110.033 32.2435 12.7998 0.0127371 0.000332139
136.547 37.352 14.8278 0.0147551 0.000384763
168.224 42.6132 16.9163 0.0168334 0.000438958
206.374 48.0881 19.0897 0.0189962 0.000495355
253.269 54.0686 21.4638 0.0213586 0.00055696
309.909 60.556 24.0391 0.0239213 0.000623786
377.883 67.3927 26.7531 0.026622 0.00069421
459.603 74.4444 29.5524 0.0294076 0.00076685
555.936 81.2096 32.238 0.0320801 0.000836538
670.495 87.379 34.6871 0.0345172 0.000900089
805.299 92.5564 36.7424 0.0365624 0.000953374
962.852 96.2934 38.2259 0.0380386 0.000929489
1146.44 98.1993 38.9825 0.0387915 0.000865385
1359.72 98.006 38.9057 0.0387151 0.000791717
1609.62 95.7199 37.9982 0.0378121 0.000712519
1905.2 91.6329 36.3758 0.0361976 0.000631159
2258.99 86.1733 34.2085 0.0340409 0.000550877
2687.09 79.7482 31.6579 0.0315028 0.000474194
3207.99 72.5884 28.8156 0.0286745 0.000402366
3849.73 64.8452 25.7418 0.0256157 0.000335841
4650.8 56.7667 22.5348 0.0224244 0.00027528
5666.23 48.5758 19.2833 0.0191888 0.000221049
6982.63 40.4751 16.0675 0.0159888 0.000173184
8736.57 32.7301 12.993 0.0129293 0.000131888
11155 25.6041 10.1642 0.0101144 9.72486e-05
14636.1 19.169 7.60957 0.00757229 6.8603e-05
19939.1 13.6753 5.42872 0.00540213 4.60494e-05
28671.3 9.23541 3.66621 0.00364825 2.9153e-05
44785.4 5.6772 2.25369 0.00224265 1.66823e-05
80520.7 2.99751 1.18993 0.0011841 8.09208e-06
193396 1.1825 0.469419 0.00046712 2.85073e-06
0 0 0 0 0
