2.31791 0 0 0 0
4.94817 1.61111 0.487845 6.40049e-05 5.7314e-07
7.94469 4.17034 1.26278 0.000165676 1.39939e-06
11.1318 7.13185 2.15953 0.000283328 1.85106e-06
15.3105 11.0132 3.33481 0.000437525 2.23509e-06
19.9565 14.97 4.53291 0.000594715 2.49475e-06
25.7952 19.2911 5.84136 0.000766383 2.67834e-06
32.0371 22.8898 6.93105 0.000909349 2.73971e-06
39.895 26.2415 7.94592 0.0010425 2.71981e-06
50.1104 29.9984 9.08354 0.00119175 2.68057e-06
61.6089 33.3816 10.108 0.00132616 2.6122e-06
75.4809 36.2075 10.9637 0.00143842 2.49691e-06
92.7425 38.6778 11.7118 0.00153658 2.35269e-06
114.112 41.0182 12.4203 0.00162954 2.2022e-06
139.31 42.834 12.9702 0.00170168 2.04408e-06
168.245 43.3526 13.1272 0.00172228 1.8592e-06
202.01 42.2937 12.8066 0.00168021 1.64529e-06
241.52 39.8955 12.0804 0.00158494 1.41933e-06
288.461 36.5268 11.0603 0.00145111 1.19537e-06
345.085 32.5552 9.85772 0.00129333 9.83971e-07
414.101 28.2953 8.56784 0.00112409 7.92399e-07
499.397 23.9662 7.25697 0.00095211 6.23551e-07
607.196 19.7701 5.9864 0.000785411 4.78629e-07
745.471 15.882 4.80933 0.00063098 3.58227e-07
926.717 12.3747 3.74706 0.000491611 2.60262e-07
1169.23 9.29434 2.81433 0.000369238 1.82478e-07
1503.37 6.67361 2.02077 0.000265124 1.22489e-07
1983.9 4.48728 1.35875 0.000178267 7.70668e-08
2714.16 2.80877 0.850496 0.000111585 4.51543e-08
3914.04 1.6121 0.488144 6.26987e-05 2.42106e-08
6123.64 0.803818 0.243397 2.90448e-05 1.12154e-08
11017.7 0.320057 0.0969135 1.06159e-05 4.09925e-09
26467.4 0.0829612 0.0251207 2.45697e-06 9.48736e-10
