0.331751 0 0 0 0
0.859014 8.01053 13.6226 0.00442597 3.96329e-05
1.45903 23.1726 39.4068 0.00801978 7.18142e-05
2.14959 44.6924 74.0103 0.0101625 9.03237e-05
3.01771 76.0497 87.5705 0.0114892 8.79755e-05
4.08148 120.498 94.373 0.0123817 7.99374e-05
5.4312 186.41 100.227 0.0131497 7.20714e-05
7.16628 288.154 107.293 0.0140768 6.56345e-05
9.25595 370.076 114.811 0.0150631 6.04075e-05
11.7115 399.463 121.123 0.0158913 5.55368e-05
14.4661 411.706 124.665 0.0163559 5.06486e-05
17.8343 417.911 126.544 0.0166025 4.56884e-05
21.6198 419.194 126.932 0.0166534 4.11524e-05
26.2879 417.792 126.507 0.0165977 3.67893e-05
31.9692 418.228 126.64 0.016615 3.29873e-05
38.2413 416.755 126.194 0.0165565 2.9722e-05
45.3532 409.618 124.032 0.016273 2.65937e-05
53.3937 396.835 120.162 0.0157651 2.35976e-05
62.7132 379.463 114.902 0.015075 2.07303e-05
73.3983 358.84 108.657 0.0142557 1.80712e-05
85.6688 335.726 101.658 0.0133375 1.56323e-05
99.991 311.175 94.2238 0.0123621 1.34151e-05
116.561 286.504 86.7538 0.011382 1.14566e-05
136.03 262.104 79.3657 0.0104127 9.72651e-06
158.708 238.642 72.2608 0.00948056 8.22751e-06
185.387 215.935 65.3854 0.00857852 6.921e-06
216.559 194.075 58.7672 0.00771022 5.79108e-06
253.117 172.803 52.3247 0.00686496 4.80797e-06
295.984 152.055 46.0435 0.00604087 3.95329e-06
346.737 131.924 39.9466 0.00524097 3.21074e-06
407.119 112.761 34.1442 0.00447969 2.57379e-06
480.132 94.8076 28.7098 0.00376671 2.0318e-06
569.257 78.4081 23.742 0.00311493 1.57882e-06
679.915 63.622 19.2648 0.00252752 1.20429e-06
819.711 50.6188 15.3274 0.00201094 9.00789e-07
1000.05 39.4312 11.9398 0.00156649 6.59275e-07
1236.9 29.9859 9.07974 0.00118736 4.70671e-07
1555.09 22.1209 6.69823 0.000843616 3.25755e-07
1997.31 15.7093 4.75678 0.000561563 2.16843e-07
2636.92 10.5294 3.1883 0.000352388 1.36072e-07
3612.43 6.60954 2.00137 0.000206843 7.98707e-08
5215.8 3.80963 1.15356 0.000111223 4.29477e-08
8166.57 1.90533 0.576935 5.16314e-05 1.9937e-08
14697.6 0.759668 0.230028 1.88893e-05 7.29393e-09
35310 0.196983 0.0596467 4.37289e-06 1.68855e-09
