-0.01 0
0.01 1.25029e-05
0.03 3.67952e-05
0.05 5.39274e-05
0.07 6.62864e-05
0.09 7.11786e-05
0.11 6.80753e-05
0.13 5.89891e-05
0.15 4.86115e-05
0.17 3.91968e-05
0.19 3.27845e-05
0.21 2.64282e-05
0.23 2.05389e-05
0.25 1.67998e-05
0.27 1.42646e-05
0.29 1.27637e-05
0.31 1.12941e-05
0.33 1.06131e-05
0.35 9.69501e-06
0.37 8.99725e-06
0.39 8.02223e-06
0.41 7.08676e-06
0.43 5.91498e-06
0.45 5.09119e-06
0.47 4.14107e-06
0.49 3.57998e-06
0.51 2.93834e-06
0.53 2.57615e-06
0.55 2.2543e-06
0.57 1.87911e-06
0.59 1.71864e-06
0.61 1.54233e-06
0.63 1.48833e-06
0.65 1.05985e-06
0.67 7.18894e-07
0.69 6.60173e-07
0.71 4.64996e-07
0.73 4.29167e-07
0.75 3.43416e-07
0.77 2.57389e-07
0.79 1.6349e-07
0.81 1.08609e-07
0.83 8.09546e-08
0.85 5.70217e-08
0.87 4.83061e-08
0.89 3.05811e-08
0.91 4.57559e-09
0.93 0
0.95 0
0.97 0
0.99 0
1.01 0
