-0.01 0
0.01 2.7673e-05
0.03 7.7166e-05
0.05 0.000105525
0.07 0.000117662
0.09 0.00012238
0.11 0.000120427
0.13 0.000108634
0.15 0.000100959
0.17 9.25432e-05
0.19 8.59243e-05
0.21 7.53472e-05
0.23 6.83408e-05
0.25 5.85388e-05
0.27 4.86703e-05
0.29 4.14365e-05
0.31 3.43015e-05
0.33 2.83421e-05
0.35 2.41417e-05
0.37 1.98113e-05
0.39 1.67253e-05
0.41 1.34073e-05
0.43 9.23815e-06
0.45 5.99811e-06
0.47 4.2811e-06
0.49 3.10777e-06
0.51 2.25272e-06
0.53 1.7579e-06
0.55 1.34094e-06
0.57 1.03465e-06
0.59 8.57271e-07
0.61 6.68004e-07
0.63 4.65111e-07
0.65 2.66018e-07
0.67 1.57691e-07
0.69 9.37679e-08
0.71 2.85828e-08
0.73 1.19246e-09
0.75 0
0.77 0
0.79 0
0.81 0
0.83 0
0.85 0
0.87 0
0.89 0
0.91 0
0.93 0
0.95 0
0.97 0
0.99 0
1.01 0
