-0.01 0
0.01 4.20089e-06
0.03 1.20036e-05
0.05 1.76877e-05
0.07 2.11961e-05
0.09 2.36884e-05
0.11 2.42617e-05
0.13 2.4067e-05
0.15 2.25927e-05
0.17 2.11079e-05
0.19 1.86101e-05
0.21 1.5529e-05
0.23 1.31213e-05
0.25 1.09183e-05
0.27 9.67273e-06
0.29 8.63039e-06
0.31 7.66467e-06
0.33 6.96807e-06
0.35 6.44232e-06
0.37 5.75975e-06
0.39 5.19674e-06
0.41 4.20293e-06
0.43 2.95588e-06
0.45 2.04133e-06
0.47 1.51358e-06
0.49 1.29133e-06
0.51 7.90097e-07
0.53 5.1963e-07
0.55 4.72981e-07
0.57 2.99518e-07
0.59 2.26568e-07
0.61 1.22274e-07
0.63 8.13655e-08
0.65 3.46921e-08
0.67 5.6997e-09
0.69 0
0.71 0
0.73 0
0.75 0
0.77 0
0.79 0
0.81 0
0.83 0
0.85 0
0.87 0
0.89 0
0.91 0
0.93 0
0.95 0
0.97 0
0.99 0
1.01 0
